분류,지역,발주처명,발주처분류,약칭,적격심사분류,비고
외국기관,미분류,캄보디아 공공사업 및 교통부,외국기관,,미분류,
외국기관,해외,캄보디아 농림부,외국기관,,미분류,
외국기관,해외,캄보디아 농림수산부,외국기관,,미분류,
외국기관,미분류,캄보디아 농촌개발부,외국기관,,미분류,
외국기관,해외,캄보디아 도로교통부,외국기관,,미분류,
외국기관,미분류,캄보디아 수자원기상부,외국기관,,미분류,
외국기관,미분류,캄보디아 수자원부,외국기관,,미분류,
외국기관,해외,캄보디아 씨엠립 상하수도국,외국기관,,미분류,
외국기관,미분류,캄보디아 재무부,외국기관,,미분류,
외국기관,해외,캄보디아 지역개발부,외국기관,,미분류,
외국기관,미분류,캄보디아 프놈펜 상수국,외국기관,,미분류,
외국기관,해외,캄보디아 환경부,외국기관,,미분류,
외국기관,해외,캄팔라수도청,외국기관,,미분류,
외국기관,해외,케냐,외국기관,,미분류,
외국기관,미분류,케냐 고속도로국,외국기관,,미분류,
외국기관,미분류,케냐 공항국,외국기관,,미분류,
외국기관,미분류,케냐 교통부,외국기관,,미분류,
외국기관,미분류,케냐 나이로비 개발부,외국기관,,미분류,
외국기관,미분류,케냐 나이로비개발부,외국기관,,미분류,
외국기관,해외,케냐 도로청,외국기관,,미분류,
외국기관,미분류,케냐 도심도로국,외국기관,,미분류,
외국기관,미분류,케냐 리프트밸리 수도국,외국기관,,미분류,
외국기관,미분류,"케냐 토지,주택,도심개발부",외국기관,,미분류,
외국기관,미분류,케냐 Athi 수자원위원회,외국기관,,미분류,
정부투자기관(기타),경기,코리아에너지터미널(주),민간사,,미분류,
외국기관,해외,콩고,외국기관,,미분류,
외국기관,해외,콩고,외국기관,,미분류,
외국기관,미분류,콩고민주공화국 에너지부 상수도공사,외국기관,,미분류,
외국기관,경기,쿠웨이트(MPW),외국기관,,미분류,
외국기관,해외,키르기스탄 전력플랜트공사,외국기관,,미분류,
외국기관,해외,"타나 상수도국(TANA Water Services Board, MoWI)",외국기관,,미분류,
외국기관,미분류,타지키스탄 교통부,외국기관,,미분류,
외국기관,해외,탄자니아,외국기관,,미분류,
외국기관,미분류,탄자니아 공항청,외국기관,,미분류,
외국기관,미분류,탄자니아 국도청,외국기관,,미분류,
외국기관,미분류,탄자니아 노동부,외국기관,,미분류,
외국기관,미분류,탄자니아 농업 및 천연자원부,외국기관,,미분류,
외국기관,해외,탄자니아 도도마 상하수도청,외국기관,DOWASA,미분류,
외국기관,미분류,탄자니아 잔지바르 수자원국,외국기관,,미분류,
외국기관,해외,탄자니아 항만국(TPA),외국기관,,미분류,
외국기관,해외,탄자니아 Arusha 수도청,외국기관,,미분류,
외국기관,미분류,탄자니아 Bukoba 상하수도청,외국기관,,미분류,
외국기관,미분류,탄자니아 DAWASA,외국기관,,미분류,
외국기관,해외,탄자니아 IRUWASA,외국기관,Iringa Urban Water Supply & Sanitation Authority,미분류,
외국기관,미분류,탄자니아 Kigoma 도심 상하수도국,외국기관,,미분류,
외국기관,미분류,탄자니아 MTWARA MIKINDANI,외국기관,,미분류,
외국기관,미분류,탄자니아 PMO RALG,외국기관,,미분류,
외국기관,미분류,탄자니아 RAHCO,외국기관,,미분류,
외국기관,미분류,탄자니아정부,외국기관,,미분류,
외국기관,해외,태국 도로국(Department of Highways),외국기관,,미분류,
외국기관,해외,태국 BKC E&C,외국기관,,미분류,
외국기관,미분류,태국정부,외국기관,,미분류,
중앙행정기관(기타),서울,태권도진흥재단,중앙기타,,미분류,
지방자치단체(시),강원,태백시 상하수도사업소,태백시,,행정안전부(지방자치단체),
외국기관,해외,통가,외국기관,,미분류,
중앙행정기관(기타),서울,통일교육원,중앙기타,,미분류,
중앙행정기관(기타),서울,통일부,중앙기타,,미분류,
외국기관,해외,튀니지,외국기관,,미분류,
지방자치단체(시),경기,파주시 관광사업소,파주시,,행정안전부(지방자치단체),
지방자치단체(시),경기,파주시 친수공간추진단,파주시,,행정안전부(지방자치단체),
지방자치단체(시),경기,파주시맑은물환경사업단,지자체기타,,행정안전부(지방자치단체),
지방자치단체(시),경기,파주시푸른환경사업본부,지자체기타,,행정안전부(지방자치단체),
중앙행정기관(기타),,파주장단콩웰빙마루,중앙기타,,,
외국기관,미분류,파키스탄 고속도로국,외국기관,,미분류,
외국기관,미분류,파키스탄 국가도로청,외국기관,,미분류,
외국기관,미분류,파키스탄 국립과학기술원,외국기관,,미분류,
외국기관,미분류,파키스탄 수력댐개발청,외국기관,,미분류,
외국기관,미분류,파키스탄 정부,외국기관,,미분류,
외국기관,미분류,파키스탄 Punjab 정부,외국기관,,미분류,
외국기관,해외,파푸아뉴기니 공공사업공사,외국기관,,미분류,
외국기관,해외,파푸아뉴기니 전력공사,외국기관,,미분류,
외국기관,해외,파푸아뉴기니 항공청,외국기관,,미분류,
지방자치단체(도),경북,팔공산도립공원관리사무소,지자체기타,,행정안전부(지방자치단체),
외국기관,해외,퍼시픽림,외국기관,,,
지방자치단체(시),경기,평택도시공사,지자체기타,,행정안전부(지방자치단체),
지방자치단체(시),경기,평택시 한미협력사업단,평택시,,행정안전부(지방자치단체),
정부투자기관(기타),경기,평택지방산업단지관리공단,지자체기타,,미분류,
중앙행정기관(해양수산부),경기,평택지방해양수산청,평택지방해양수산청,,조달청(해양수산부산하기관),
지방자치단체(시),경기,포천도시공사,지자체기타,,행정안전부(지방자치단체),
지방자치단체(시),경기,포천시 한탄강사업소,포천시,,행정안전부(지방자치단체),
지방자치단체(시),경북,포항시 건설교통사업본부,포항시,,행정안전부(지방자치단체),
지방자치단체(시),경북,포항시 남구청,포항시,,행정안전부(지방자치단체),
중앙행정기관(해양수산부),경북,포항지방해양수산청,포항지방해양수산청,,조달청(해양수산부산하기관),
정부투자기관(기타),서울,플랜트협회,공사기타,,미분류,
외국기관,해외,필리핀,외국기관,,미분류,
외국기관,해외,필리핀 (주)세영파트너스,외국기관,,미분류,
외국기관,해외,필리핀 공공사업도로부,외국기관,DPWH,미분류,
외국기관,해외,필리핀 교통부,외국기관,DOTr,미분류,
외국기관,해외,필리핀 MEDC(Miratech Energy Development Co),외국기관,,미분류,
지방자치단체(시),경기,하남도시공사,하남시,,행정안전부(지방자치단체),
중앙행정기관(국토교통부),서울,한강수력발전처,국토교통부기타,,한국전력공사(발전자회사),
정부투자기관(공사),대구,한국가스공사,한국가스공사,,한국가스공사,
정부투자기관(공사),강원,한국가스공사 강원지역본부,한국가스공사,,한국가스공사,
정부투자기관(공사),경기,한국가스공사 건설사업단,한국가스공사,,한국가스공사,
정부투자기관(공사),경기,한국가스공사 경기지역본부,한국가스공사,,한국가스공사,
정부투자기관(공사),광주,한국가스공사 광주전남지역본부,한국가스공사,,한국가스공사,
정부투자기관(공사),대구,한국가스공사 남부안전건설단,한국가스공사,,한국가스공사,
정부투자기관(공사),충남,한국가스공사 당진기지안전건설단,한국가스공사,,한국가스공사,
정부투자기관(공사),경북,한국가스공사 대구경북지역본부,한국가스공사,,한국가스공사,
정부투자기관(공사),대전,한국가스공사 대전충청지역본부,한국가스공사,,한국가스공사,
정부투자기관(공사),경남,한국가스공사 부산경남지역본부,한국가스공사,,한국가스공사,
정부투자기관(공사),서울,한국가스공사 서울지역본부,한국가스공사,,한국가스공사,
정부투자기관(기타),인천,한국가스공사 인천지역본부,한국가스공사,,한국가스공사,
정부투자기관(공사),기타,한국가스공사 전북지역본부,한국가스공사,,한국가스공사,
정부투자기관(기타),경기,한국가스공사 평택기지본부,한국가스공사,,조달청(해양수산부산하기관),
정부투자기관(공사),충북,한국가스안전공사,공사기타,,조달청(해양수산부산하기관),
정부투자기관(기타),세종,한국개발연구원,공사기타,,조달청(해양수산부산하기관),
정부투자기관(기타),경기,한국건설기술연구원,공사기타,,조달청(해양수산부산하기관),
중앙행정기관(철도청),서울,한국고속철도건설공단,국가철도공단,,한국철도공사,
